Date and Time,Rocket,Flight Number,Launch Country,Launch Site,LSP,Payload,Operator,Orbit,Function,Decay,Outcome,Remarks
7 January02:28,Athena II,,United States,Spaceport Florida LC-46,Lockheed Martin,Lunar Prospector,NASA,Selenocentric,Lunar orbiter,31 July 1999,Successful,"
20 November05:12,Proton-K,,Kazakhstan,Baikonur Site 81/23,Roskosmos,Zarya,NASA/Roskosmos,Low Earth (ISS),ISS module,In orbit,Operational,"
First launch of the International Space Station programme
"
22 November23:54,Delta II 7925-9.5,,United States,Cape Canaveral SLC-17B,Boeing IDS,BONUM-1,Telenor,Geosynchronous,Communications,In orbit,Operational
24 November09:53,Maxus,,Sweden,Esrange,SSC,,ESA,Suborbital,Scientific research,24 November,Successful
3 December11:04,Nike-Orion,,Sweden,Esrange,DLR,Mini-Texus 6,DLR,Suborbital,Microgravity research,3 December,Successful
4 December08:35,Space Shuttle Endeavour,,United States,Kennedy LC-39A,United Space Alliance,"STS-88
Unity (Node 1)
PMA-1
PMA-2
SAC-A
MightySat 1","NASA
NASA
NASA
NASA
CONAE
US Air Force","Low Earth (ISS)
Low Earth (ISS)
Low Earth (ISS)
Low Earth (ISS)
Low Earth
Low Earth","ISS assembly
ISS module
ISS component
ISS component
Technology demonstration
Technology demonstration","16 December04:53
In orbit
In orbit
In orbit
25 October 1999
21 November 1999","Successful
Operational
Operational
Operational
Successful
Successful","
Crewed orbital flight with six astronautsFirst crewed flight to the International Space StationSAC-A deployed on 14 December and MightySat on 15 December
"
6 December00:43,Ariane 4 42L,,France,Kourou ELA-2,Arianespace,Satmex 5,Satmex,Geosynchronous,Communications,In orbit,Operational
6 December00:57,Pegasus-XL,,United States,"Stargazer, Vandenberg",Orbital Sciences,SWAS,NASA,Low Earth,Astronomy,In orbit,Operational
8 December11:25,Topol,,Russia,Plesetsk Site 158,RVSN,,RVSN,Suborbital,Missile test,8 December,Successful
9 December10:20,RT-23,,Russia,Plesetsk,RVSN,,RVSN,Suborbital,Test flight,9 December,Successful
10 December,UR-100NU,,Kazakhstan,Baikonur,RVSN,,RVSN,Suborbital,Missile test,10 December,Successful
10 December11:57,Kosmos-3M,,Russia,Plesetsk Site 132/1,,"Nadezhda 5
Astrid-2","MO RF
SSC","Low Earth
Low Earth","Navigation
Aurora research","In orbit
In orbit","Operational
Operational"
11 December18:45,Delta II 7425-9.5,,United States,Cape Canaveral SLC-17A,Boeing IDS,Mars Climate Orbiter,NASA,Intended: AreocentricActual: Heliocentric,Mars orbiter,23 September 1999,Spacecraft failure,"
Maiden flight of Delta II 7425MCO crashed into Mars during orbital inserition due to error in unit conversions between Metric and Imperial
"
15 December,Sounding Rocket I,,Taiwan,Jiu Peng Air Base,NSPO,,NSPO,Suborbital,Ionospheric research,15 December,Successful,"
Apogee: ~280 km (174 mi)
"
19 December11:39,Long March 2C,,China,Taiyuan LC-1,,"Iridium 20
Iridium 11","Iridium
Iridium","Low Earth
Low Earth","Communications
Communications","22 October 2018
22 October 2018","Successful
Successful"
22 December01:08,Ariane 4 42L,,France,Kourou ELA-2,Arianespace,PAS-6B,PanAmSat,Geosynchronous,Communications,In orbit,Operational
24 December20:02,Kosmos-3M,,Russia,Plesetsk Site 132/1,,Kosmos 2361 (Parus),MO RF,Low Earth,Navigation,In orbit,Operational
30 December18:35,Proton-K/DM-2,,Kazakhstan,Baikonur Site 200/39,,"Kosmos 2362 (GLONASS)
Kosmos 2363 (GLONASS)
Kosmos 2364 (GLONASS)","MOM
MOM
MOM","Medium Earth
Medium Earth
Medium Earth","Navigation
Navigation
Navigation","In orbit
In orbit
In orbit","Operational
Operational
Operational"
